@context,@type,name,description,url,offers,gtin13,brand.@type,brand.name,brand.image,brand.url,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.reviewCount,image,sku,category,weight,color
https://schema.org,Product,Camp 4 21 Pack - Women's,"Haul it all—from textbooks to topo maps—in the 21-liter Mountain Hardwear Camp 4 women's pack. It's an everyday pack for school or work, and it can also handle the rigors of the trails.",https://www.rei.com/rei-garage/product/199989/mountain-hardwear-camp-4-21-pack-womens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1999890001', 'sku': '1999890001', 'price': '64.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1999890002', 'sku': '1999890002', 'price': '64.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1999890003', 'sku': '1999890003', 'price': '64.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]","['0888663489826', '0419998900023', '0888663358009']",Brand,Mountain Hardwear,https://satchel.rei.com/media/img/brand-logos/758.gif,https://www.rei.com/rei-garage/b/mountain-hardwear,AggregateRating,3.0,2,,,,,
https://schema.org,Product,Trail 25 Pack - Men's,"Sized just right for day hikes, commuting and carry-on travel, the men's REI Co-op Trail 25 pack holds plenty of gear, keeps it well organized and rides light and comfy on your back.",https://www.rei.com/product/168484/rei-co-op-trail-25-pack-mens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684840003', 'url': 'https://www.rei.com/product/168484/rei-co-op-trail-25-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684840003', 'price': '79.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684840001', 'url': 'https://www.rei.com/product/168484/rei-co-op-trail-25-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684840001', 'price': '79.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684840002', 'url': 'https://www.rei.com/product/168484/rei-co-op-trail-25-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684840002', 'price': '79.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]","['0416848400030', '0416848400016', '0416848400023']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.6,123,https://www.rei.com/media/product/168484,168484,Daypacks,2 lbs.,"['Black', 'Dark Red', 'Indigo']"
https://schema.org,Product,Trail 40 Pack - Men's,"Built for comfort, the REI Co-op Trail 40 pack holds plenty of gear for day hikes, overnights and travel. It gives you easy access to your stuff and has tons of handy organizer pockets. ",https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684850006', 'url': 'https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684850006', 'price': '129.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684850002', 'url': 'https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684850002', 'price': '129.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684850003', 'url': 'https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684850003', 'price': '129.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684850004', 'url': 'https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684850004', 'price': '129.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684850005', 'url': 'https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684850005', 'price': '129.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684850001', 'url': 'https://www.rei.com/product/168485/rei-co-op-trail-40-pack-mens', 'priceValidUntil': '2022-02-18', 'sku': '1684850001', 'price': '129.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]","['0416848500068', '0416848500020', '0416848500037', '0416848500044', '0416848500051', '0416848500013']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.7,84,https://www.rei.com/media/product/168485,168485,Daypacks,M: 3 lbs.,"['Black', 'Indigo', 'Rustic Gold']"
https://schema.org,Product,Two Harbors Pack,"Tall and slim, the Granite Gear Two Harbors pack allows ergonomic packing of your laptop, books and gear without smashing your PB&J sandwich. It also keeps the weight close to your back for stability.",https://www.rei.com/rei-garage/product/206847/granite-gear-two-harbors-pack,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/2068470001', 'sku': '2068470001', 'price': '51.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/2068470002', 'sku': '2068470002', 'price': '51.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/2068470003', 'sku': '2068470003', 'price': '51.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/2068470004', 'sku': '2068470004', 'price': '51.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]","['0782922307848', '0782922307855', '0782922308371', '0782922307862']",Brand,Granite Gear,https://satchel.rei.com/media/img/brand-logos/493.gif,https://www.rei.com/rei-garage/b/granite-gear,,,,,,,,
https://schema.org,Product,Praxus 45 Backpack - Pixel Black - Men's,"The carry-on friendly Gregory Praxus 45 pack makes packing a cinch with its large main compartment, ActiveShield storage for dirty gear, load-bearing suspension, foam padding and lockable zippers.",https://www.rei.com/rei-garage/product/190117/gregory-praxus-45-backpack-pixel-black-mens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1901170001', 'sku': '1901170001', 'price': '68.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]",['0419011700012'],Brand,Gregory,https://satchel.rei.com/media/img/brand-logos/497.gif,https://www.rei.com/rei-garage/b/gregory,,,,,,,,
https://schema.org,Product,Aircontact Lite 60 + 10 SL Pack - Women's,"The Deuter Aircontact Lite 60 + 10 SL pack is made for weekend to week-long adventures. It balances reliable comfort, lightweight construction and ventilation for every jaw-dropping mile you trek.",https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1277560002', 'url': 'https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1277560002', 'price': '153.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1277560003', 'url': 'https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1277560003', 'price': '153.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1277560004', 'url': 'https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1277560004', 'price': '153.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1277560005', 'url': 'https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1277560005', 'price': '153.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1277560001', 'url': 'https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1277560001', 'price': '220.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1277560006', 'url': 'https://www.rei.com/product/127756/deuter-aircontact-lite-60-10-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1277560006', 'price': '153.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]",[],Brand,Deuter,https://satchel.rei.com/media/img/brand-logos/343.gif,https://www.rei.com/b/deuter,AggregateRating,4.6,31,https://www.rei.com/media/product/127756,127756,Backpacking Packs,4 lbs. 3 oz.,"['Aloe/forest', 'Graphite/black']"
https://schema.org,Product,Rucksack,"With a minimalist design, the lightweight RAINS Rucksack delivers straightforward style, performance and waterproof protection for your commute or daily essentials.",https://www.rei.com/product/177004/rains-rucksack,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1770040003', 'url': 'https://www.rei.com/product/177004/rains-rucksack', 'priceValidUntil': '2022-02-18', 'sku': '1770040003', 'price': '95.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1770040001', 'url': 'https://www.rei.com/product/177004/rains-rucksack', 'priceValidUntil': '2022-02-18', 'sku': '1770040001', 'price': '95.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1770040002', 'url': 'https://www.rei.com/product/177004/rains-rucksack', 'priceValidUntil': '2022-02-18', 'sku': '1770040002', 'price': '95.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]",[],Brand,RAINS,,https://www.rei.com/b/rains,AggregateRating,5.0,1,https://www.rei.com/media/product/177004,177004,Travel Daypacks,2 pounds,['Black']
https://schema.org,Product,Refugio 26L Pack - Women's,"Why is it that when you're late, everything you need for the day seems to have gone missing? Keep your act together with the impeccably designed women's Refugio 26-liter pack from Patagonia.",https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640004', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640004', 'price': '43.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640015', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640015', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640005', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640005', 'price': '61.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640016', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640016', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640006', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640006', 'price': '43.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640017', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640017', 'price': '65.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640007', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640007', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640018', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640018', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640011', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640011', 'price': '43.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640001', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640001', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640012', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640012', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640002', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640002', 'price': '65.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640013', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640013', 'price': '65.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640003', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640003', 'price': '65.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640014', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640014', 'price': '61.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640008', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640008', 'price': '43.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640019', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640019', 'price': '89.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640009', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640009', 'price': '43.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1179640010', 'url': 'https://www.rei.com/product/117964/patagonia-refugio-26l-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1179640010', 'price': '61.93', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]","['0190696418828', '0194187035976', '0190696663051', '0194187429034', '0191743299971', '0194187109684', '0190696307627', '0194187677220', '0191743030291', '0190696002720', '0192964136366', '0190696002751', '0192964445130', '0190696002812', '0194187036034', '0191743369148', '0194187677145', '0191743369391', '0191743369728']",Brand,Patagonia,https://satchel.rei.com/media/img/brand-logos/889.gif,https://www.rei.com/b/patagonia,AggregateRating,4.6,50,https://www.rei.com/media/product/117964,117964,Travel Daypacks,1 lb. 5.2 oz.,"['Iggy Blue', 'Tidepool Blue/aurora']"
https://schema.org,Product,Superior Pack,"The tall and slim Granite Gear Superior pack efficiently accommodates laptops, books and lunches, and is made with Taurpalite and Repelaweave fabrics for optimum durability and weather resistance.",https://www.rei.com/rei-garage/product/206841/granite-gear-superior-pack,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/2068410001', 'sku': '2068410001', 'price': '63.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/2068410002', 'sku': '2068410002', 'price': '63.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition'}]","['0782922307671', '0782922307923']",Brand,Granite Gear,https://satchel.rei.com/media/img/brand-logos/493.gif,https://www.rei.com/rei-garage/b/granite-gear,AggregateRating,3.5,4,,,,,
https://schema.org,Product,AC Lite 22 SL Pack - Women's,"The perfect partner for day hikes, the women's Deuter AC Lite 22-liter SL pack features a ventilated back panel and women-specific fit to keep you logging miles and gaining altitude in total comfort.",https://www.rei.com/product/186341/deuter-ac-lite-22-sl-pack-womens,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1863410002', 'url': 'https://www.rei.com/product/186341/deuter-ac-lite-22-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1863410002', 'price': '110.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1863410001', 'url': 'https://www.rei.com/product/186341/deuter-ac-lite-22-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1863410001', 'price': '105.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1863410003', 'url': 'https://www.rei.com/product/186341/deuter-ac-lite-22-sl-pack-womens', 'priceValidUntil': '2022-02-18', 'sku': '1863410003', 'price': '110.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]",[],Brand,Deuter,https://satchel.rei.com/media/img/brand-logos/343.gif,https://www.rei.com/b/deuter,AggregateRating,4.9,14,https://www.rei.com/media/product/186341,186341,Daypacks,2 lbs. 1.6 oz.,"['Aloe/dusk', 'Denim/pine', 'Graphite/shale']"
https://schema.org,Product,Link 15 L Hydration Pack,"Headed way, way out on singletrack? Carry all the gear and water you need—and keep your balance with help from the lumbar reservoir carry system of the REI Co-op Link 15 L hydration pack.",https://www.rei.com/product/167668/rei-co-op-link-15-l-hydration-pack,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1676680001', 'url': 'https://www.rei.com/product/167668/rei-co-op-link-15-l-hydration-pack', 'priceValidUntil': '2022-02-18', 'sku': '1676680001', 'price': '99.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1676680002', 'url': 'https://www.rei.com/product/167668/rei-co-op-link-15-l-hydration-pack', 'priceValidUntil': '2022-02-18', 'sku': '1676680002', 'price': '99.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1676680003', 'url': 'https://www.rei.com/product/167668/rei-co-op-link-15-l-hydration-pack', 'priceValidUntil': '2022-02-18', 'sku': '1676680003', 'price': '99.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'availableDeliveryMethod': ['https://schema.org/ParcelService'], 'seller': {'@type': 'Organization', 'name': 'REI Co-op'}}]","['0416766800011', '0416766800028', '0416766800035']",Brand,REI Co-op,https://satchel.rei.com/media/img/brand-logos/959.gif,https://www.rei.com/b/rei-co-op,AggregateRating,4.4,23,https://www.rei.com/media/product/167668,167668,Cycling Hydration Backpacks,22 ounces,"['Sage Gray', 'Waterbuck Brown']"
